ID,label,partition,topic
198,AGAINST,vali,Atheism
187,NONE,vali,Atheism
476,AGAINST,vali,Atheism
252,AGAINST,vali,Atheism
335,NONE,vali,Atheism
567,AGAINST,vali,Atheism
302,AGAINST,vali,Atheism
340,NONE,vali,Atheism
243,AGAINST,vali,Atheism
453,NONE,vali,Atheism
362,AGAINST,vali,Atheism
190,AGAINST,vali,Atheism
334,FAVOR,vali,Atheism
603,NONE,vali,Atheism
396,AGAINST,vali,Atheism
269,AGAINST,vali,Atheism
429,NONE,vali,Atheism
447,AGAINST,vali,Atheism
339,FAVOR,vali,Atheism
341,NONE,vali,Atheism
511,AGAINST,vali,Atheism
424,NONE,vali,Atheism
210,FAVOR,vali,Atheism
411,FAVOR,vali,Atheism
156,NONE,vali,Atheism
346,AGAINST,vali,Atheism
540,AGAINST,vali,Atheism
596,AGAINST,vali,Atheism
478,AGAINST,vali,Atheism
613,AGAINST,vali,Atheism
466,NONE,vali,Atheism
538,AGAINST,vali,Atheism
192,AGAINST,vali,Atheism
390,AGAINST,vali,Atheism
185,AGAINST,vali,Atheism
581,FAVOR,vali,Atheism
175,FAVOR,vali,Atheism
427,FAVOR,vali,Atheism
182,AGAINST,vali,Atheism
104,AGAINST,vali,Atheism
564,AGAINST,vali,Atheism
186,NONE,vali,Atheism
598,FAVOR,vali,Atheism
561,AGAINST,vali,Atheism
177,NONE,vali,Atheism
481,AGAINST,vali,Atheism
398,AGAINST,vali,Atheism
418,AGAINST,vali,Atheism
188,AGAINST,vali,Atheism
524,AGAINST,vali,Atheism
197,FAVOR,vali,Atheism
517,AGAINST,vali,Atheism
475,AGAINST,vali,Atheism
438,AGAINST,vali,Atheism
327,FAVOR,vali,Atheism
272,AGAINST,vali,Atheism
258,AGAINST,vali,Atheism
554,AGAINST,vali,Atheism
591,AGAINST,vali,Atheism
154,AGAINST,vali,Atheism
237,NONE,vali,Atheism
502,AGAINST,vali,Atheism
246,FAVOR,vali,Atheism
324,NONE,vali,Atheism
179,FAVOR,vali,Atheism
498,AGAINST,vali,Atheism
416,AGAINST,vali,Atheism
573,AGAINST,vali,Atheism
265,AGAINST,vali,Atheism
247,AGAINST,vali,Atheism
514,AGAINST,vali,Atheism
10001,AGAINST,test,Atheism
10002,AGAINST,test,Atheism
10003,AGAINST,test,Atheism
10004,AGAINST,test,Atheism
10005,AGAINST,test,Atheism
10006,AGAINST,test,Atheism
10007,AGAINST,test,Atheism
10008,AGAINST,test,Atheism
10009,AGAINST,test,Atheism
10010,AGAINST,test,Atheism
10011,AGAINST,test,Atheism
10012,AGAINST,test,Atheism
10013,AGAINST,test,Atheism
10014,AGAINST,test,Atheism
10015,AGAINST,test,Atheism
10016,AGAINST,test,Atheism
10017,AGAINST,test,Atheism
10018,AGAINST,test,Atheism
10019,AGAINST,test,Atheism
10020,AGAINST,test,Atheism
10021,AGAINST,test,Atheism
10022,AGAINST,test,Atheism
10023,AGAINST,test,Atheism
10024,AGAINST,test,Atheism
10025,AGAINST,test,Atheism
10026,AGAINST,test,Atheism
10027,AGAINST,test,Atheism
10028,AGAINST,test,Atheism
10029,AGAINST,test,Atheism
10030,AGAINST,test,Atheism
10031,AGAINST,test,Atheism
10032,AGAINST,test,Atheism
10033,AGAINST,test,Atheism
10034,AGAINST,test,Atheism
10035,AGAINST,test,Atheism
10036,AGAINST,test,Atheism
10037,AGAINST,test,Atheism
10038,AGAINST,test,Atheism
10039,AGAINST,test,Atheism
10040,AGAINST,test,Atheism
10041,AGAINST,test,Atheism
10042,AGAINST,test,Atheism
10043,AGAINST,test,Atheism
10044,AGAINST,test,Atheism
10045,AGAINST,test,Atheism
10046,AGAINST,test,Atheism
10047,AGAINST,test,Atheism
10048,AGAINST,test,Atheism
10049,AGAINST,test,Atheism
10050,AGAINST,test,Atheism
10051,AGAINST,test,Atheism
10052,AGAINST,test,Atheism
10053,AGAINST,test,Atheism
10054,AGAINST,test,Atheism
10055,AGAINST,test,Atheism
10056,AGAINST,test,Atheism
10057,AGAINST,test,Atheism
10058,AGAINST,test,Atheism
10059,AGAINST,test,Atheism
10060,AGAINST,test,Atheism
10061,AGAINST,test,Atheism
10062,AGAINST,test,Atheism
10063,AGAINST,test,Atheism
10064,AGAINST,test,Atheism
10065,AGAINST,test,Atheism
10066,AGAINST,test,Atheism
10067,AGAINST,test,Atheism
10068,AGAINST,test,Atheism
10069,AGAINST,test,Atheism
10070,AGAINST,test,Atheism
10071,AGAINST,test,Atheism
10072,FAVOR,test,Atheism
10073,NONE,test,Atheism
10074,AGAINST,test,Atheism
10075,AGAINST,test,Atheism
10076,AGAINST,test,Atheism
10077,AGAINST,test,Atheism
10078,AGAINST,test,Atheism
10079,AGAINST,test,Atheism
10080,FAVOR,test,Atheism
10081,AGAINST,test,Atheism
10082,AGAINST,test,Atheism
10083,AGAINST,test,Atheism
10084,FAVOR,test,Atheism
10085,AGAINST,test,Atheism
10086,AGAINST,test,Atheism
10087,NONE,test,Atheism
10088,AGAINST,test,Atheism
10089,AGAINST,test,Atheism
10090,AGAINST,test,Atheism
10091,AGAINST,test,Atheism
10092,NONE,test,Atheism
10093,NONE,test,Atheism
10094,AGAINST,test,Atheism
10095,NONE,test,Atheism
10096,NONE,test,Atheism
10097,NONE,test,Atheism
10098,NONE,test,Atheism
10099,AGAINST,test,Atheism
10100,AGAINST,test,Atheism
10101,AGAINST,test,Atheism
10102,FAVOR,test,Atheism
10103,NONE,test,Atheism
10104,NONE,test,Atheism
10105,NONE,test,Atheism
10106,AGAINST,test,Atheism
10107,FAVOR,test,Atheism
10108,AGAINST,test,Atheism
10109,AGAINST,test,Atheism
10110,AGAINST,test,Atheism
10111,AGAINST,test,Atheism
10112,AGAINST,test,Atheism
10113,AGAINST,test,Atheism
10114,NONE,test,Atheism
10115,AGAINST,test,Atheism
10116,AGAINST,test,Atheism
10117,NONE,test,Atheism
10118,AGAINST,test,Atheism
10119,FAVOR,test,Atheism
10120,AGAINST,test,Atheism
10121,FAVOR,test,Atheism
10122,FAVOR,test,Atheism
10123,FAVOR,test,Atheism
10124,AGAINST,test,Atheism
10125,AGAINST,test,Atheism
10126,FAVOR,test,Atheism
10127,NONE,test,Atheism
10128,AGAINST,test,Atheism
10129,AGAINST,test,Atheism
10130,NONE,test,Atheism
10131,FAVOR,test,Atheism
10132,AGAINST,test,Atheism
10133,AGAINST,test,Atheism
10134,NONE,test,Atheism
10135,FAVOR,test,Atheism
10136,AGAINST,test,Atheism
10137,AGAINST,test,Atheism
10138,FAVOR,test,Atheism
10139,AGAINST,test,Atheism
10140,FAVOR,test,Atheism
10141,FAVOR,test,Atheism
10142,AGAINST,test,Atheism
10143,AGAINST,test,Atheism
10144,FAVOR,test,Atheism
10145,FAVOR,test,Atheism
10146,FAVOR,test,Atheism
10147,AGAINST,test,Atheism
10148,FAVOR,test,Atheism
10149,AGAINST,test,Atheism
10150,FAVOR,test,Atheism
10151,AGAINST,test,Atheism
10152,AGAINST,test,Atheism
10153,AGAINST,test,Atheism
10154,AGAINST,test,Atheism
10155,NONE,test,Atheism
10156,AGAINST,test,Atheism
10157,NONE,test,Atheism
10158,FAVOR,test,Atheism
10159,NONE,test,Atheism
10160,AGAINST,test,Atheism
10161,NONE,test,Atheism
10162,AGAINST,test,Atheism
10163,FAVOR,test,Atheism
10164,AGAINST,test,Atheism
10165,AGAINST,test,Atheism
10166,AGAINST,test,Atheism
10167,AGAINST,test,Atheism
10168,AGAINST,test,Atheism
10169,NONE,test,Atheism
10170,FAVOR,test,Atheism
10171,FAVOR,test,Atheism
10172,FAVOR,test,Atheism
10173,NONE,test,Atheism
10174,AGAINST,test,Atheism
10175,NONE,test,Atheism
10176,NONE,test,Atheism
10177,AGAINST,test,Atheism
10178,AGAINST,test,Atheism
10179,AGAINST,test,Atheism
10180,AGAINST,test,Atheism
10181,AGAINST,test,Atheism
10182,AGAINST,test,Atheism
10183,AGAINST,test,Atheism
10184,AGAINST,test,Atheism
10185,AGAINST,test,Atheism
10186,AGAINST,test,Atheism
10187,AGAINST,test,Atheism
10188,AGAINST,test,Atheism
10189,AGAINST,test,Atheism
10190,AGAINST,test,Atheism
10191,AGAINST,test,Atheism
10192,AGAINST,test,Atheism
10193,AGAINST,test,Atheism
10194,AGAINST,test,Atheism
10195,AGAINST,test,Atheism
10196,AGAINST,test,Atheism
10197,AGAINST,test,Atheism
10198,AGAINST,test,Atheism
10199,FAVOR,test,Atheism
10200,NONE,test,Atheism
10201,FAVOR,test,Atheism
10202,AGAINST,test,Atheism
10203,FAVOR,test,Atheism
10204,AGAINST,test,Atheism
10205,FAVOR,test,Atheism
10206,FAVOR,test,Atheism
10207,NONE,test,Atheism
10208,AGAINST,test,Atheism
10209,AGAINST,test,Atheism
10210,NONE,test,Atheism
10211,AGAINST,test,Atheism
10212,AGAINST,test,Atheism
10213,AGAINST,test,Atheism
10214,NONE,test,Atheism
10215,AGAINST,test,Atheism
10216,AGAINST,test,Atheism
10217,FAVOR,test,Atheism
10218,AGAINST,test,Atheism
10219,FAVOR,test,Atheism
10220,AGAINST,test,Atheism
712,NONE,train,Climate
978,NONE,train,Climate
880,FAVOR,train,Climate
852,FAVOR,train,Climate
878,FAVOR,train,Climate
773,FAVOR,train,Climate
831,FAVOR,train,Climate
668,NONE,train,Climate
671,NONE,train,Climate
675,NONE,train,Climate
879,FAVOR,train,Climate
1000,FAVOR,train,Climate
816,FAVOR,train,Climate
768,FAVOR,train,Climate
855,FAVOR,train,Climate
839,NONE,train,Climate
746,FAVOR,train,Climate
809,NONE,train,Climate
745,NONE,train,Climate
922,NONE,train,Climate
804,FAVOR,train,Climate
775,FAVOR,train,Climate
916,FAVOR,train,Climate
891,FAVOR,train,Climate
665,FAVOR,train,Climate
722,FAVOR,train,Climate
983,NONE,train,Climate
653,NONE,train,Climate
785,FAVOR,train,Climate
939,FAVOR,train,Climate
842,FAVOR,train,Climate
1008,FAVOR,train,Climate
676,FAVOR,train,Climate
1002,FAVOR,train,Climate
758,FAVOR,train,Climate
907,NONE,train,Climate
870,FAVOR,train,Climate
889,FAVOR,train,Climate
830,NONE,train,Climate
820,FAVOR,train,Climate
708,NONE,train,Climate
654,FAVOR,train,Climate
846,FAVOR,train,Climate
822,FAVOR,train,Climate
876,NONE,train,Climate
750,FAVOR,train,Climate
777,FAVOR,train,Climate
689,NONE,train,Climate
936,FAVOR,train,Climate
657,FAVOR,train,Climate
934,FAVOR,train,Climate
866,NONE,train,Climate
824,NONE,train,Climate
673,NONE,train,Climate
626,FAVOR,train,Climate
696,NONE,train,Climate
759,NONE,train,Climate
632,NONE,train,Climate
874,FAVOR,train,Climate
723,NONE,train,Climate
762,NONE,train,Climate
906,AGAINST,train,Climate
894,FAVOR,train,Climate
898,NONE,train,Climate
997,NONE,train,Climate
897,FAVOR,train,Climate
954,NONE,train,Climate
793,NONE,train,Climate
799,NONE,train,Climate
624,FAVOR,train,Climate
748,FAVOR,train,Climate
902,FAVOR,train,Climate
619,FAVOR,train,Climate
979,FAVOR,train,Climate
930,FAVOR,train,Climate
811,FAVOR,train,Climate
679,NONE,train,Climate
994,NONE,train,Climate
825,FAVOR,train,Climate
837,NONE,train,Climate
643,NONE,train,Climate
913,NONE,train,Climate
697,NONE,train,Climate
823,NONE,train,Climate
956,FAVOR,train,Climate
642,FAVOR,train,Climate
996,NONE,train,Climate
910,NONE,train,Climate
908,AGAINST,train,Climate
635,FAVOR,train,Climate
674,NONE,train,Climate
764,FAVOR,train,Climate
850,NONE,train,Climate
925,FAVOR,train,Climate
935,FAVOR,train,Climate
684,FAVOR,train,Climate
847,FAVOR,train,Climate
623,AGAINST,train,Climate
730,NONE,train,Climate
929,FAVOR,train,Climate
672,NONE,train,Climate
645,FAVOR,train,Climate
959,NONE,train,Climate
973,FAVOR,train,Climate
649,NONE,train,Climate
752,NONE,train,Climate
805,NONE,train,Climate
875,NONE,train,Climate
826,NONE,train,Climate
749,NONE,train,Climate
919,FAVOR,train,Climate
659,NONE,train,Climate
774,NONE,train,Climate
662,FAVOR,train,Climate
692,FAVOR,train,Climate
926,FAVOR,train,Climate
652,FAVOR,train,Climate
920,FAVOR,train,Climate
714,NONE,train,Climate
827,FAVOR,train,Climate
844,FAVOR,train,Climate
780,NONE,train,Climate
836,NONE,train,Climate
845,FAVOR,train,Climate
753,NONE,train,Climate
678,FAVOR,train,Climate
713,FAVOR,train,Climate
814,FAVOR,train,Climate
720,FAVOR,train,Climate
867,NONE,train,Climate
857,FAVOR,train,Climate
776,FAVOR,train,Climate
706,NONE,train,Climate
904,AGAINST,train,Climate
663,FAVOR,train,Climate
964,FAVOR,train,Climate
688,AGAINST,train,Climate
641,NONE,train,Climate
717,NONE,train,Climate
781,NONE,train,Climate
818,NONE,train,Climate
760,FAVOR,train,Climate
754,NONE,train,Climate
849,FAVOR,train,Climate
782,FAVOR,train,Climate
1007,FAVOR,train,Climate
883,NONE,train,Climate
840,FAVOR,train,Climate
896,NONE,train,Climate
798,FAVOR,train,Climate
893,FAVOR,train,Climate
810,FAVOR,train,Climate
882,FAVOR,train,Climate
800,NONE,train,Climate
747,NONE,train,Climate
783,NONE,train,Climate
795,NONE,train,Climate
901,FAVOR,train,Climate
725,FAVOR,train,Climate
881,FAVOR,train,Climate
739,NONE,train,Climate
872,FAVOR,train,Climate
953,AGAINST,train,Climate
687,NONE,train,Climate
955,NONE,train,Climate
644,NONE,train,Climate
711,NONE,train,Climate
651,FAVOR,train,Climate
791,NONE,train,Climate
887,NONE,train,Climate
614,FAVOR,train,Climate
658,NONE,train,Climate
757,FAVOR,train,Climate
778,FAVOR,train,Climate
630,FAVOR,train,Climate
661,FAVOR,train,Climate
763,NONE,train,Climate
942,NONE,train,Climate
886,NONE,train,Climate
765,FAVOR,train,Climate
616,FAVOR,train,Climate
656,NONE,train,Climate
854,FAVOR,train,Climate
741,FAVOR,train,Climate
806,NONE,train,Climate
670,NONE,train,Climate
941,FAVOR,train,Climate
716,FAVOR,train,Climate
667,FAVOR,train,Climate
685,NONE,train,Climate
680,NONE,train,Climate
848,FAVOR,train,Climate
972,NONE,train,Climate
895,FAVOR,train,Climate
931,FAVOR,train,Climate
851,NONE,train,Climate
928,FAVOR,train,Climate
977,FAVOR,train,Climate
771,FAVOR,train,Climate
694,NONE,train,Climate
986,NONE,train,Climate
620,FAVOR,train,Climate
877,FAVOR,train,Climate
703,FAVOR,train,Climate
705,FAVOR,train,Climate
664,NONE,train,Climate
737,NONE,train,Climate
744,NONE,train,Climate
669,FAVOR,train,Climate
660,AGAINST,train,Climate
871,FAVOR,train,Climate
766,FAVOR,train,Climate
995,FAVOR,train,Climate
951,FAVOR,train,Climate
701,FAVOR,train,Climate
690,FAVOR,train,Climate
938,NONE,train,Climate
618,FAVOR,train,Climate
885,FAVOR,train,Climate
733,FAVOR,train,Climate
975,FAVOR,train,Climate
957,FAVOR,train,Climate
617,FAVOR,train,Climate
