,ID,tweet,topic,label,partition,tweet_embedded
10,2322,#debbiewashermanschultz the woman has a voice the doctor has a voice. who speaks for the baby? i'm just askin.,Abortion,AGAINST,train,"What is the stance of the tweet below with respect to 'Legalization of Abortion'?  If we can infer from the tweet that the tweeter supports 'Legalization of Abortion', please label it as 'in-favor'. If we can infer from the tweet that the tweeter is against 'Legalization of Abortion', please label is as 'against'. If we can infer from the tweet that the tweeter has a neutral stance towards 'Legalization of Abortion', please label it as 'neutral-or-unclear'. If there is no clue in the tweet to reveal the stance of the tweeter towards 'Legalization of Abortion', please also label is as 'neutral-or-unclear'. Please use exactly one word from the following 3 categories to label it: 'in-favor', 'against', 'neutral-or-unclear'.  Here are some examples of tweets. Make sure to classify the last tweet correctly.
Q: Tweet: it's a free country. freedom includes freedom of choice.
Is this tweet in-favor, against, or neutral-or-unclear?
A: in-favor
Q: Tweet: i really don't understand how some people are pro-choice. a life is a life no matter if it's 2 weeks old or 20 years old.
Is this tweet in-favor, against, or neutral-or-unclear?
A: against
Q: Tweet: so ready for my abortion debate
Is this tweet in-favor, against, or neutral-or-unclear?
A: neutral-or-unclear
Q: Tweet: '#debbiewashermanschultz the woman has a voice the doctor has a voice. who speaks for the baby? i'm just askin.'
Is this tweet in-favor, against, or neutral-or-unclear?
A: "
11,2323,"a needed, safe medical procedure is available to women. unfortunately, rw men say they should make women's decisions. sad, huh?",Abortion,FAVOR,train,"What is the stance of the tweet below with respect to 'Legalization of Abortion'?  If we can infer from the tweet that the tweeter supports 'Legalization of Abortion', please label it as 'in-favor'. If we can infer from the tweet that the tweeter is against 'Legalization of Abortion', please label is as 'against'. If we can infer from the tweet that the tweeter has a neutral stance towards 'Legalization of Abortion', please label it as 'neutral-or-unclear'. If there is no clue in the tweet to reveal the stance of the tweeter towards 'Legalization of Abortion', please also label is as 'neutral-or-unclear'. Please use exactly one word from the following 3 categories to label it: 'in-favor', 'against', 'neutral-or-unclear'.  Here are some examples of tweets. Make sure to classify the last tweet correctly.
Q: Tweet: it's a free country. freedom includes freedom of choice.
Is this tweet in-favor, against, or neutral-or-unclear?
A: in-favor
Q: Tweet: i really don't understand how some people are pro-choice. a life is a life no matter if it's 2 weeks old or 20 years old.
Is this tweet in-favor, against, or neutral-or-unclear?
A: against
Q: Tweet: so ready for my abortion debate
Is this tweet in-favor, against, or neutral-or-unclear?
A: neutral-or-unclear
Q: Tweet: 'a needed, safe medical procedure is available to women. unfortunately, rw men say they should make women's decisions. sad, huh?'
Is this tweet in-favor, against, or neutral-or-unclear?
A: "
12,2324,'it seems to me clear as daylight that abortion would be a crime.' -ghandi #prolifeyouth,Abortion,AGAINST,train,"What is the stance of the tweet below with respect to 'Legalization of Abortion'?  If we can infer from the tweet that the tweeter supports 'Legalization of Abortion', please label it as 'in-favor'. If we can infer from the tweet that the tweeter is against 'Legalization of Abortion', please label is as 'against'. If we can infer from the tweet that the tweeter has a neutral stance towards 'Legalization of Abortion', please label it as 'neutral-or-unclear'. If there is no clue in the tweet to reveal the stance of the tweeter towards 'Legalization of Abortion', please also label is as 'neutral-or-unclear'. Please use exactly one word from the following 3 categories to label it: 'in-favor', 'against', 'neutral-or-unclear'.  Here are some examples of tweets. Make sure to classify the last tweet correctly.
Q: Tweet: it's a free country. freedom includes freedom of choice.
Is this tweet in-favor, against, or neutral-or-unclear?
A: in-favor
Q: Tweet: i really don't understand how some people are pro-choice. a life is a life no matter if it's 2 weeks old or 20 years old.
Is this tweet in-favor, against, or neutral-or-unclear?
A: against
Q: Tweet: so ready for my abortion debate
Is this tweet in-favor, against, or neutral-or-unclear?
A: neutral-or-unclear
Q: Tweet: ''it seems to me clear as daylight that abortion would be a crime.' -ghandi #prolifeyouth'
Is this tweet in-favor, against, or neutral-or-unclear?
A: "
13,2325,@USERNAME defunding pp won't mean fewer abortions. it will mean more dead women.,Abortion,FAVOR,train,"What is the stance of the tweet below with respect to 'Legalization of Abortion'?  If we can infer from the tweet that the tweeter supports 'Legalization of Abortion', please label it as 'in-favor'. If we can infer from the tweet that the tweeter is against 'Legalization of Abortion', please label is as 'against'. If we can infer from the tweet that the tweeter has a neutral stance towards 'Legalization of Abortion', please label it as 'neutral-or-unclear'. If there is no clue in the tweet to reveal the stance of the tweeter towards 'Legalization of Abortion', please also label is as 'neutral-or-unclear'. Please use exactly one word from the following 3 categories to label it: 'in-favor', 'against', 'neutral-or-unclear'.  Here are some examples of tweets. Make sure to classify the last tweet correctly.
Q: Tweet: it's a free country. freedom includes freedom of choice.
Is this tweet in-favor, against, or neutral-or-unclear?
A: in-favor
Q: Tweet: i really don't understand how some people are pro-choice. a life is a life no matter if it's 2 weeks old or 20 years old.
Is this tweet in-favor, against, or neutral-or-unclear?
A: against
Q: Tweet: so ready for my abortion debate
Is this tweet in-favor, against, or neutral-or-unclear?
A: neutral-or-unclear
Q: Tweet: '@USERNAME defunding pp won't mean fewer abortions. it will mean more dead women.'
Is this tweet in-favor, against, or neutral-or-unclear?
A: "
14,2326,"govt cannot force you to get chemo but if you're a fetus, you must live! #julieborowski #reproductiverights",Abortion,FAVOR,train,"What is the stance of the tweet below with respect to 'Legalization of Abortion'?  If we can infer from the tweet that the tweeter supports 'Legalization of Abortion', please label it as 'in-favor'. If we can infer from the tweet that the tweeter is against 'Legalization of Abortion', please label is as 'against'. If we can infer from the tweet that the tweeter has a neutral stance towards 'Legalization of Abortion', please label it as 'neutral-or-unclear'. If there is no clue in the tweet to reveal the stance of the tweeter towards 'Legalization of Abortion', please also label is as 'neutral-or-unclear'. Please use exactly one word from the following 3 categories to label it: 'in-favor', 'against', 'neutral-or-unclear'.  Here are some examples of tweets. Make sure to classify the last tweet correctly.
Q: Tweet: it's a free country. freedom includes freedom of choice.
Is this tweet in-favor, against, or neutral-or-unclear?
A: in-favor
Q: Tweet: i really don't understand how some people are pro-choice. a life is a life no matter if it's 2 weeks old or 20 years old.
Is this tweet in-favor, against, or neutral-or-unclear?
A: against
Q: Tweet: so ready for my abortion debate
Is this tweet in-favor, against, or neutral-or-unclear?
A: neutral-or-unclear
Q: Tweet: 'govt cannot force you to get chemo but if you're a fetus, you must live! #julieborowski #reproductiverights'
Is this tweet in-favor, against, or neutral-or-unclear?
A: "
15,2327,"a person's a person, no matter how small. - dr. suess #waar",Abortion,AGAINST,train,"What is the stance of the tweet below with respect to 'Legalization of Abortion'?  If we can infer from the tweet that the tweeter supports 'Legalization of Abortion', please label it as 'in-favor'. If we can infer from the tweet that the tweeter is against 'Legalization of Abortion', please label is as 'against'. If we can infer from the tweet that the tweeter has a neutral stance towards 'Legalization of Abortion', please label it as 'neutral-or-unclear'. If there is no clue in the tweet to reveal the stance of the tweeter towards 'Legalization of Abortion', please also label is as 'neutral-or-unclear'. Please use exactly one word from the following 3 categories to label it: 'in-favor', 'against', 'neutral-or-unclear'.  Here are some examples of tweets. Make sure to classify the last tweet correctly.
Q: Tweet: it's a free country. freedom includes freedom of choice.
Is this tweet in-favor, against, or neutral-or-unclear?
A: in-favor
Q: Tweet: i really don't understand how some people are pro-choice. a life is a life no matter if it's 2 weeks old or 20 years old.
Is this tweet in-favor, against, or neutral-or-unclear?
A: against
Q: Tweet: so ready for my abortion debate
Is this tweet in-favor, against, or neutral-or-unclear?
A: neutral-or-unclear
Q: Tweet: 'a person's a person, no matter how small. - dr. suess #waar'
Is this tweet in-favor, against, or neutral-or-unclear?
A: "
16,2328,as long as they are allowed to show medically correct photos of contraception use at the family planning table #stopabortion,Abortion,AGAINST,train,"What is the stance of the tweet below with respect to 'Legalization of Abortion'?  If we can infer from the tweet that the tweeter supports 'Legalization of Abortion', please label it as 'in-favor'. If we can infer from the tweet that the tweeter is against 'Legalization of Abortion', please label is as 'against'. If we can infer from the tweet that the tweeter has a neutral stance towards 'Legalization of Abortion', please label it as 'neutral-or-unclear'. If there is no clue in the tweet to reveal the stance of the tweeter towards 'Legalization of Abortion', please also label is as 'neutral-or-unclear'. Please use exactly one word from the following 3 categories to label it: 'in-favor', 'against', 'neutral-or-unclear'.  Here are some examples of tweets. Make sure to classify the last tweet correctly.
Q: Tweet: it's a free country. freedom includes freedom of choice.
Is this tweet in-favor, against, or neutral-or-unclear?
A: in-favor
Q: Tweet: i really don't understand how some people are pro-choice. a life is a life no matter if it's 2 weeks old or 20 years old.
Is this tweet in-favor, against, or neutral-or-unclear?
A: against
Q: Tweet: so ready for my abortion debate
Is this tweet in-favor, against, or neutral-or-unclear?
A: neutral-or-unclear
Q: Tweet: 'as long as they are allowed to show medically correct photos of contraception use at the family planning table #stopabortion'
Is this tweet in-favor, against, or neutral-or-unclear?
A: "
17,2329,"thanks for gently spoken truth, @USERNAME ! how do we as a nation 'protect the innocent'? #thefive #ccot #dnc #rnc",Abortion,AGAINST,train,"What is the stance of the tweet below with respect to 'Legalization of Abortion'?  If we can infer from the tweet that the tweeter supports 'Legalization of Abortion', please label it as 'in-favor'. If we can infer from the tweet that the tweeter is against 'Legalization of Abortion', please label is as 'against'. If we can infer from the tweet that the tweeter has a neutral stance towards 'Legalization of Abortion', please label it as 'neutral-or-unclear'. If there is no clue in the tweet to reveal the stance of the tweeter towards 'Legalization of Abortion', please also label is as 'neutral-or-unclear'. Please use exactly one word from the following 3 categories to label it: 'in-favor', 'against', 'neutral-or-unclear'.  Here are some examples of tweets. Make sure to classify the last tweet correctly.
Q: Tweet: it's a free country. freedom includes freedom of choice.
Is this tweet in-favor, against, or neutral-or-unclear?
A: in-favor
Q: Tweet: i really don't understand how some people are pro-choice. a life is a life no matter if it's 2 weeks old or 20 years old.
Is this tweet in-favor, against, or neutral-or-unclear?
A: against
Q: Tweet: so ready for my abortion debate
Is this tweet in-favor, against, or neutral-or-unclear?
A: neutral-or-unclear
Q: Tweet: 'thanks for gently spoken truth, @USERNAME ! how do we as a nation 'protect the innocent'? #thefive #ccot #dnc #rnc'
Is this tweet in-favor, against, or neutral-or-unclear?
A: "
18,2330,@USERNAME @USERNAME #obama cares more about deserters than unborn babies #protecttheunprotected #antiabortion,Abortion,AGAINST,train,"What is the stance of the tweet below with respect to 'Legalization of Abortion'?  If we can infer from the tweet that the tweeter supports 'Legalization of Abortion', please label it as 'in-favor'. If we can infer from the tweet that the tweeter is against 'Legalization of Abortion', please label is as 'against'. If we can infer from the tweet that the tweeter has a neutral stance towards 'Legalization of Abortion', please label it as 'neutral-or-unclear'. If there is no clue in the tweet to reveal the stance of the tweeter towards 'Legalization of Abortion', please also label is as 'neutral-or-unclear'. Please use exactly one word from the following 3 categories to label it: 'in-favor', 'against', 'neutral-or-unclear'.  Here are some examples of tweets. Make sure to classify the last tweet correctly.
Q: Tweet: it's a free country. freedom includes freedom of choice.
Is this tweet in-favor, against, or neutral-or-unclear?
A: in-favor
Q: Tweet: i really don't understand how some people are pro-choice. a life is a life no matter if it's 2 weeks old or 20 years old.
Is this tweet in-favor, against, or neutral-or-unclear?
A: against
Q: Tweet: so ready for my abortion debate
Is this tweet in-favor, against, or neutral-or-unclear?
A: neutral-or-unclear
Q: Tweet: '@USERNAME @USERNAME #obama cares more about deserters than unborn babies #protecttheunprotected #antiabortion'
Is this tweet in-favor, against, or neutral-or-unclear?
A: "
19,2331,"dear nuns, your advocacy of tax paying is weird. #war #iraq #deathpenalty #taxespayforthistoo #taxpayerpride",Abortion,NONE,train,"What is the stance of the tweet below with respect to 'Legalization of Abortion'?  If we can infer from the tweet that the tweeter supports 'Legalization of Abortion', please label it as 'in-favor'. If we can infer from the tweet that the tweeter is against 'Legalization of Abortion', please label is as 'against'. If we can infer from the tweet that the tweeter has a neutral stance towards 'Legalization of Abortion', please label it as 'neutral-or-unclear'. If there is no clue in the tweet to reveal the stance of the tweeter towards 'Legalization of Abortion', please also label is as 'neutral-or-unclear'. Please use exactly one word from the following 3 categories to label it: 'in-favor', 'against', 'neutral-or-unclear'.  Here are some examples of tweets. Make sure to classify the last tweet correctly.
Q: Tweet: it's a free country. freedom includes freedom of choice.
Is this tweet in-favor, against, or neutral-or-unclear?
A: in-favor
Q: Tweet: i really don't understand how some people are pro-choice. a life is a life no matter if it's 2 weeks old or 20 years old.
Is this tweet in-favor, against, or neutral-or-unclear?
A: against
Q: Tweet: so ready for my abortion debate
Is this tweet in-favor, against, or neutral-or-unclear?
A: neutral-or-unclear
Q: Tweet: 'dear nuns, your advocacy of tax paying is weird. #war #iraq #deathpenalty #taxespayforthistoo #taxpayerpride'
Is this tweet in-favor, against, or neutral-or-unclear?
A: "
20,2332,i've noticed that everybody that is for abortion has already been born-ronald reagan #letthemlive #alllivesmatter,Abortion,AGAINST,train,"What is the stance of the tweet below with respect to 'Legalization of Abortion'?  If we can infer from the tweet that the tweeter supports 'Legalization of Abortion', please label it as 'in-favor'. If we can infer from the tweet that the tweeter is against 'Legalization of Abortion', please label is as 'against'. If we can infer from the tweet that the tweeter has a neutral stance towards 'Legalization of Abortion', please label it as 'neutral-or-unclear'. If there is no clue in the tweet to reveal the stance of the tweeter towards 'Legalization of Abortion', please also label is as 'neutral-or-unclear'. Please use exactly one word from the following 3 categories to label it: 'in-favor', 'against', 'neutral-or-unclear'.  Here are some examples of tweets. Make sure to classify the last tweet correctly.
Q: Tweet: it's a free country. freedom includes freedom of choice.
Is this tweet in-favor, against, or neutral-or-unclear?
A: in-favor
Q: Tweet: i really don't understand how some people are pro-choice. a life is a life no matter if it's 2 weeks old or 20 years old.
Is this tweet in-favor, against, or neutral-or-unclear?
A: against
Q: Tweet: so ready for my abortion debate
Is this tweet in-favor, against, or neutral-or-unclear?
A: neutral-or-unclear
Q: Tweet: 'i've noticed that everybody that is for abortion has already been born-ronald reagan #letthemlive #alllivesmatter'
Is this tweet in-favor, against, or neutral-or-unclear?
A: "
21,2333,follow #patriot --> @USERNAME. thanks for following back!! #truth #liberty #justice #proisrael #wakeupamerica #freeamirnow,Abortion,NONE,train,"What is the stance of the tweet below with respect to 'Legalization of Abortion'?  If we can infer from the tweet that the tweeter supports 'Legalization of Abortion', please label it as 'in-favor'. If we can infer from the tweet that the tweeter is against 'Legalization of Abortion', please label is as 'against'. If we can infer from the tweet that the tweeter has a neutral stance towards 'Legalization of Abortion', please label it as 'neutral-or-unclear'. If there is no clue in the tweet to reveal the stance of the tweeter towards 'Legalization of Abortion', please also label is as 'neutral-or-unclear'. Please use exactly one word from the following 3 categories to label it: 'in-favor', 'against', 'neutral-or-unclear'.  Here are some examples of tweets. Make sure to classify the last tweet correctly.
Q: Tweet: it's a free country. freedom includes freedom of choice.
Is this tweet in-favor, against, or neutral-or-unclear?
A: in-favor
Q: Tweet: i really don't understand how some people are pro-choice. a life is a life no matter if it's 2 weeks old or 20 years old.
Is this tweet in-favor, against, or neutral-or-unclear?
A: against
Q: Tweet: so ready for my abortion debate
Is this tweet in-favor, against, or neutral-or-unclear?
A: neutral-or-unclear
Q: Tweet: 'follow #patriot --> @USERNAME. thanks for following back!! #truth #liberty #justice #proisrael #wakeupamerica #freeamirnow'
Is this tweet in-favor, against, or neutral-or-unclear?
A: "
